,defense,defense_conference,drive_result,elapsed,end_period,end_time,end_yardline,game_id,id,offense,offense_conference,plays,scoring,start_period,start_time,start_yardline,yards,season
17,Vanderbilt,SEC,PUNT,"{'minutes': 1, 'seconds': 37}",2,"{'minutes': 11, 'seconds': 26}",25,400603847,4006038479,Ole Miss,SEC,4,False,2,"{'minutes': 13, 'seconds': 3}",26,-1,2015
18,Alabama,SEC,FG,{'seconds': 38},1,"{'minutes': 14, 'seconds': 22}",15,400603850,4006038501,Ole Miss,SEC,4,True,1,{'minutes': 15},17,2,2015
19,Ole Miss,SEC,DOWNS,"{'minutes': 2, 'seconds': 26}",1,"{'minutes': 11, 'seconds': 56}",65,400603850,4006038502,Alabama,SEC,6,False,1,"{'minutes': 14, 'seconds': 22}",25,41,2015
20,Alabama,SEC,PUNT,{'minutes': 1},1,"{'minutes': 10, 'seconds': 56}",39,400603850,4006038503,Ole Miss,SEC,4,False,1,"{'minutes': 11, 'seconds': 56}",66,27,2015
21,Ole Miss,SEC,PUNT,"{'minutes': 5, 'seconds': 15}",1,"{'minutes': 5, 'seconds': 41}",64,400603850,4006038504,Alabama,SEC,10,False,1,"{'minutes': 10, 'seconds': 56}",7,57,2015
22,Alabama,SEC,PUNT,"{'minutes': 3, 'seconds': 31}",1,"{'minutes': 2, 'seconds': 10}",62,400603850,4006038505,Ole Miss,SEC,8,False,1,"{'minutes': 5, 'seconds': 41}",98,36,2015
23,Ole Miss,SEC,FG,"{'minutes': 5, 'seconds': 18}",2,"{'minutes': 11, 'seconds': 52}",97,400603850,4006038506,Alabama,SEC,13,True,1,"{'minutes': 2, 'seconds': 10}",28,69,2015
24,Alabama,SEC,PUNT,"{'minutes': 1, 'seconds': 1}",2,"{'minutes': 10, 'seconds': 51}",66,400603850,4006038507,Ole Miss,SEC,3,False,2,"{'minutes': 11, 'seconds': 52}",67,1,2015
25,Ole Miss,SEC,INT,{'seconds': 53},2,"{'minutes': 9, 'seconds': 58}",18,400603850,4006038508,Alabama,SEC,2,False,2,"{'minutes': 10, 'seconds': 51}",16,2,2015
26,Alabama,SEC,TD,"{'minutes': 2, 'seconds': 28}",2,"{'minutes': 7, 'seconds': 30}",0,400603850,4006038509,Ole Miss,SEC,6,True,2,"{'minutes': 9, 'seconds': 58}",26,26,2015
27,Fresno State,Mountain West,TD,"{'minutes': 3, 'seconds': 4}",1,"{'minutes': 11, 'seconds': 56}",100,400603866,4006038661,Ole Miss,SEC,10,True,1,{'minutes': 15},15,85,2015
28,Ole Miss,SEC,PUNT,"{'minutes': 1, 'seconds': 33}",1,"{'minutes': 10, 'seconds': 23}",79,400603866,4006038662,Fresno State,Mountain West,3,False,1,"{'minutes': 11, 'seconds': 56}",80,1,2015
29,Fresno State,Mountain West,TD,"{'minutes': 1, 'seconds': 57}",1,"{'minutes': 8, 'seconds': 26}",100,400603866,4006038663,Ole Miss,SEC,5,True,1,"{'minutes': 10, 'seconds': 23}",41,59,2015
30,Ole Miss,SEC,PUNT,"{'minutes': 2, 'seconds': 7}",1,"{'minutes': 6, 'seconds': 19}",62,400603866,4006038664,Fresno State,Mountain West,5,False,1,"{'minutes': 8, 'seconds': 26}",75,13,2015
31,Fresno State,Mountain West,TD,"{'minutes': 1, 'seconds': 49}",1,"{'minutes': 4, 'seconds': 30}",100,400603866,4006038665,Ole Miss,SEC,7,True,1,"{'minutes': 6, 'seconds': 19}",14,86,2015
32,Ole Miss,SEC,PUNT,"{'minutes': 2, 'seconds': 34}",1,"{'minutes': 1, 'seconds': 56}",74,400603866,4006038666,Fresno State,Mountain West,4,False,1,"{'minutes': 4, 'seconds': 30}",75,1,2015
33,Fresno State,Mountain West,TD,{'seconds': 33},1,"{'minutes': 1, 'seconds': 23}",100,400603866,4006038667,Ole Miss,SEC,2,True,1,"{'minutes': 1, 'seconds': 56}",31,69,2015
34,Ole Miss,SEC,DOWNS,"{'minutes': 3, 'seconds': 19}",2,"{'minutes': 13, 'seconds': 4}",29,400603866,4006038668,Fresno State,Mountain West,8,False,1,"{'minutes': 1, 'seconds': 23}",75,52,2015
35,Fresno State,Mountain West,PUNT,"{'minutes': 1, 'seconds': 13}",2,"{'minutes': 11, 'seconds': 51}",35,400603866,4006038669,Ole Miss,SEC,5,False,2,"{'minutes': 13, 'seconds': 4}",23,12,2015
36,Ole Miss,SEC,PUNT,"{'minutes': 2, 'seconds': 4}",1,"{'minutes': 12, 'seconds': 56}",32,400603872,4006038721,Auburn,SEC,5,False,1,{'minutes': 15},25,7,2015
37,Auburn,SEC,FG,"{'minutes': 4, 'seconds': 26}",1,"{'minutes': 8, 'seconds': 30}",9,400603872,4006038722,Ole Miss,SEC,12,True,1,"{'minutes': 12, 'seconds': 56}",81,72,2015
38,Ole Miss,SEC,INT,"{'minutes': 2, 'seconds': 12}",1,"{'minutes': 6, 'seconds': 18}",39,400603872,4006038723,Auburn,SEC,4,False,1,"{'minutes': 8, 'seconds': 30}",25,14,2015
39,Auburn,SEC,PUNT,"{'minutes': 1, 'seconds': 23}",1,"{'minutes': 4, 'seconds': 55}",87,400603872,4006038724,Ole Miss,SEC,3,False,1,"{'minutes': 6, 'seconds': 18}",79,-8,2015
40,Ole Miss,SEC,FG,"{'minutes': 1, 'seconds': 3}",1,"{'minutes': 3, 'seconds': 52}",65,400603872,4006038725,Auburn,SEC,4,True,1,"{'minutes': 4, 'seconds': 55}",61,4,2015
41,Auburn,SEC,PUNT,"{'minutes': 3, 'seconds': 2}",1,{'seconds': 50},74,400603872,4006038726,Ole Miss,SEC,5,False,1,"{'minutes': 3, 'seconds': 52}",75,1,2015
42,Ole Miss,SEC,TD,"{'minutes': 1, 'seconds': 39}",2,"{'minutes': 14, 'seconds': 11}",100,400603872,4006038727,Auburn,SEC,5,True,1,{'seconds': 50},26,74,2015
43,Auburn,SEC,PUNT,"{'minutes': 2, 'seconds': 23}",2,"{'minutes': 11, 'seconds': 48}",39,400603872,4006038728,Ole Miss,SEC,8,False,2,"{'minutes': 14, 'seconds': 11}",75,36,2015
44,Ole Miss,SEC,PUNT,"{'minutes': 1, 'seconds': 29}",2,"{'minutes': 10, 'seconds': 19}",10,400603872,4006038729,Auburn,SEC,3,False,2,"{'minutes': 11, 'seconds': 48}",9,1,2015
45,Ole Miss,SEC,PUNT,"{'minutes': 1, 'seconds': 41}",1,"{'minutes': 13, 'seconds': 19}",22,400603878,4006038781,Florida,SEC,3,False,1,{'minutes': 15},25,-3,2015
46,Florida,SEC,PUNT,"{'minutes': 1, 'seconds': 52}",1,"{'minutes': 11, 'seconds': 27}",89,400603878,4006038782,Ole Miss,SEC,3,False,1,"{'minutes': 13, 'seconds': 19}",85,-4,2015
47,Ole Miss,SEC,TD,"{'minutes': 2, 'seconds': 18}",1,"{'minutes': 9, 'seconds': 9}",100,400603878,4006038783,Florida,SEC,5,True,1,"{'minutes': 11, 'seconds': 27}",39,61,2015
48,Florida,SEC,FUMBLE,{'seconds': 25},1,"{'minutes': 8, 'seconds': 44}",68,400603878,4006038784,Ole Miss,SEC,2,False,1,"{'minutes': 9, 'seconds': 9}",75,3,2015
49,Ole Miss,SEC,TD,"{'minutes': 1, 'seconds': 56}",1,"{'minutes': 6, 'seconds': 48}",100,400603878,4006038785,Florida,SEC,5,True,1,"{'minutes': 8, 'seconds': 44}",76,24,2015
50,Florida,SEC,PUNT,"{'minutes': 2, 'seconds': 39}",1,"{'minutes': 4, 'seconds': 9}",56,400603878,4006038786,Ole Miss,SEC,5,False,1,"{'minutes': 6, 'seconds': 48}",75,19,2015
51,Ole Miss,SEC,PUNT,"{'minutes': 3, 'seconds': 59}",1,{'seconds': 10},55,400603878,4006038787,Florida,SEC,6,False,1,"{'minutes': 4, 'seconds': 9}",27,28,2015
52,Florida,SEC,MISSED FG,"{'minutes': 2, 'seconds': 58}",2,"{'minutes': 12, 'seconds': 12}",12,400603878,4006038788,Ole Miss,SEC,9,False,1,{'seconds': 10},92,80,2015
53,Ole Miss,SEC,PUNT,"{'minutes': 1, 'seconds': 35}",2,"{'minutes': 10, 'seconds': 37}",23,400603878,4006038789,Florida,SEC,3,False,2,"{'minutes': 12, 'seconds': 12}",20,3,2015
54,Ole Miss,SEC,PUNT,"{'minutes': 4, 'seconds': 49}",1,"{'minutes': 10, 'seconds': 11}",48,400603890,4006038901,Texas A&M,SEC,11,False,1,{'minutes': 15},75,27,2015
55,Texas A&M,SEC,MISSED FG,"{'minutes': 4, 'seconds': 26}",1,"{'minutes': 5, 'seconds': 45}",73,400603890,4006038902,Ole Miss,SEC,11,False,1,"{'minutes': 10, 'seconds': 11}",6,67,2015
56,Ole Miss,SEC,PUNT,"{'minutes': 1, 'seconds': 15}",1,"{'minutes': 4, 'seconds': 30}",68,400603890,4006038903,Texas A&M,SEC,3,False,1,"{'minutes': 5, 'seconds': 45}",73,5,2015
57,Texas A&M,SEC,TD,"{'minutes': 1, 'seconds': 57}",1,"{'minutes': 2, 'seconds': 33}",100,400603890,4006038904,Ole Miss,SEC,6,True,1,"{'minutes': 4, 'seconds': 30}",21,79,2015
58,Ole Miss,SEC,PUNT,"{'minutes': 2, 'seconds': 39}",2,"{'minutes': 14, 'seconds': 54}",50,400603890,4006038905,Texas A&M,SEC,6,False,1,"{'minutes': 2, 'seconds': 33}",75,25,2015
59,Texas A&M,SEC,FG,"{'minutes': 3, 'seconds': 18}",2,"{'minutes': 11, 'seconds': 36}",76,400603890,4006038906,Ole Miss,SEC,11,True,2,"{'minutes': 14, 'seconds': 54}",7,69,2015
60,Ole Miss,SEC,FUMBLE,"{'minutes': 2, 'seconds': 5}",2,"{'minutes': 9, 'seconds': 31}",60,400603890,4006038907,Texas A&M,SEC,5,False,2,"{'minutes': 11, 'seconds': 36}",75,13,2015
61,Texas A&M,SEC,FG,"{'minutes': 2, 'seconds': 26}",2,"{'minutes': 7, 'seconds': 5}",86,400603890,4006038908,Ole Miss,SEC,7,True,2,"{'minutes': 9, 'seconds': 31}",67,19,2015
62,Ole Miss,SEC,PUNT,{'seconds': 57},2,"{'minutes': 6, 'seconds': 8}",44,400603890,4006038909,Texas A&M,SEC,4,False,2,"{'minutes': 7, 'seconds': 5}",88,44,2015
63,Memphis,American Athletic,TD,{'seconds': 20},1,"{'minutes': 14, 'seconds': 40}",0,400603894,4006038941,Ole Miss,SEC,2,True,1,{'minutes': 15},75,75,2015
64,Ole Miss,SEC,PUNT,"{'minutes': 2, 'seconds': 23}",1,"{'minutes': 12, 'seconds': 17}",61,400603894,4006038942,Memphis,American Athletic,6,False,1,"{'minutes': 14, 'seconds': 40}",28,33,2015
65,Memphis,American Athletic,TD,"{'minutes': 2, 'seconds': 33}",1,"{'minutes': 9, 'seconds': 44}",0,400603894,4006038943,Ole Miss,SEC,8,True,1,"{'minutes': 12, 'seconds': 17}",90,90,2015
66,Ole Miss,SEC,PUNT,"{'minutes': 1, 'seconds': 39}",1,"{'minutes': 8, 'seconds': 5}",44,400603894,4006038944,Memphis,American Athletic,5,False,1,"{'minutes': 9, 'seconds': 44}",35,9,2015
67,Memphis,American Athletic,PUNT,"{'minutes': 2, 'seconds': 29}",1,"{'minutes': 5, 'seconds': 36}",66,400603894,4006038945,Ole Miss,SEC,6,False,1,"{'minutes': 8, 'seconds': 5}",76,10,2015
68,Ole Miss,SEC,TD,"{'minutes': 3, 'seconds': 24}",1,"{'minutes': 2, 'seconds': 12}",100,400603894,4006038946,Memphis,American Athletic,10,True,1,"{'minutes': 5, 'seconds': 36}",30,70,2015
69,Memphis,American Athletic,DOWNS,"{'minutes': 5, 'seconds': 17}",2,"{'minutes': 11, 'seconds': 55}",10,400603894,4006038947,Ole Miss,SEC,14,False,1,"{'minutes': 2, 'seconds': 12}",75,59,2015
70,Ole Miss,SEC,INT,"{'minutes': 3, 'seconds': 32}",2,"{'minutes': 8, 'seconds': 23}",63,400603894,4006038948,Memphis,American Athletic,8,False,2,"{'minutes': 11, 'seconds': 55}",16,47,2015
71,Memphis,American Athletic,PUNT,"{'minutes': 1, 'seconds': 49}",2,"{'minutes': 6, 'seconds': 34}",85,400603894,4006038949,Ole Miss,SEC,3,False,2,"{'minutes': 8, 'seconds': 23}",65,-20,2015
72,New Mexico State,Sun Belt,FG,"{'minutes': 3, 'seconds': 35}",1,"{'minutes': 11, 'seconds': 25}",96,400603902,4006039021,Ole Miss,SEC,12,True,1,{'minutes': 15},65,60,2015
73,Ole Miss,SEC,FG,"{'minutes': 7, 'seconds': 1}",1,"{'minutes': 4, 'seconds': 24}",21,400603902,4006039022,New Mexico State,Sun Belt,15,True,1,"{'minutes': 11, 'seconds': 25}",35,67,2015
74,New Mexico State,Sun Belt,TD,"{'minutes': 1, 'seconds': 21}",1,"{'minutes': 3, 'seconds': 3}",100,400603902,4006039023,Ole Miss,SEC,5,True,1,"{'minutes': 4, 'seconds': 24}",35,65,2015
75,Ole Miss,SEC,FUMBLE,"{'minutes': 1, 'seconds': 30}",1,"{'minutes': 1, 'seconds': 33}",75,400603902,4006039024,New Mexico State,Sun Belt,3,False,1,"{'minutes': 3, 'seconds': 3}",35,6,2015
76,New Mexico State,Sun Belt,TD,"{'minutes': 1, 'seconds': 33}",1,{},100,400603902,4006039025,Ole Miss,SEC,6,True,1,"{'minutes': 1, 'seconds': 33}",43,57,2015
77,Ole Miss,SEC,PUNT,"{'minutes': 1, 'seconds': 55}",2,"{'minutes': 13, 'seconds': 5}",80,400603902,4006039026,New Mexico State,Sun Belt,3,False,2,{'minutes': 15},75,-5,2015
78,New Mexico State,Sun Belt,INT,"{'minutes': 1, 'seconds': 24}",2,"{'minutes': 11, 'seconds': 41}",81,400603902,4006039027,Ole Miss,SEC,5,False,2,"{'minutes': 13, 'seconds': 5}",45,36,2015
79,Ole Miss,SEC,FUMBLE,{'minutes': 4},2,"{'minutes': 7, 'seconds': 41}",62,400603902,4006039028,New Mexico State,Sun Belt,6,False,2,"{'minutes': 11, 'seconds': 41}",74,12,2015
80,Ole Miss,SEC,MISSED FG,"{'minutes': 1, 'seconds': 11}",2,"{'minutes': 6, 'seconds': 30}",31,400603902,4006039029,New Mexico State,Sun Belt,4,False,2,"{'minutes': 7, 'seconds': 41}",23,-8,2015
81,Ole Miss,SEC,PUNT,"{'minutes': 5, 'seconds': 32}",1,"{'minutes': 9, 'seconds': 28}",48,400603908,4006039081,Arkansas,SEC,9,False,1,{'minutes': 15},75,27,2015
82,Arkansas,SEC,PUNT,"{'minutes': 1, 'seconds': 30}",1,"{'minutes': 7, 'seconds': 58}",25,400603908,4006039082,Ole Miss,SEC,5,False,1,"{'minutes': 9, 'seconds': 28}",11,14,2015
83,Ole Miss,SEC,TD,"{'minutes': 3, 'seconds': 12}",1,"{'minutes': 4, 'seconds': 46}",0,400603908,4006039083,Arkansas,SEC,6,True,1,"{'minutes': 7, 'seconds': 58}",73,73,2015
84,Arkansas,SEC,TD,"{'minutes': 3, 'seconds': 14}",1,"{'minutes': 1, 'seconds': 32}",100,400603908,4006039084,Ole Miss,SEC,9,True,1,"{'minutes': 4, 'seconds': 46}",65,77,2015
85,Ole Miss,SEC,PUNT,"{'minutes': 2, 'seconds': 56}",2,"{'minutes': 13, 'seconds': 36}",45,400603908,4006039085,Arkansas,SEC,5,False,1,"{'minutes': 1, 'seconds': 32}",75,30,2015
86,Arkansas,SEC,PUNT,{'seconds': 45},2,"{'minutes': 12, 'seconds': 51}",14,400603908,4006039086,Ole Miss,SEC,3,False,2,"{'minutes': 13, 'seconds': 36}",10,4,2015
87,Ole Miss,SEC,TD,"{'minutes': 5, 'seconds': 23}",2,"{'minutes': 7, 'seconds': 28}",0,400603908,4006039087,Arkansas,SEC,10,True,2,"{'minutes': 12, 'seconds': 51}",59,59,2015
88,Arkansas,SEC,TD,"{'minutes': 2, 'seconds': 23}",2,"{'minutes': 5, 'seconds': 5}",100,400603908,4006039088,Ole Miss,SEC,9,True,2,"{'minutes': 7, 'seconds': 28}",65,78,2015
89,Ole Miss,SEC,FG,"{'minutes': 4, 'seconds': 22}",2,{'seconds': 43},28,400603908,4006039089,Arkansas,SEC,9,True,2,"{'minutes': 5, 'seconds': 5}",75,47,2015
90,Ole Miss,SEC,FUMBLE,"{'minutes': 2, 'seconds': 37}",1,"{'minutes': 12, 'seconds': 23}",52,400603918,4006039181,Mississippi State,SEC,8,False,1,{'minutes': 15},25,27,2015
91,Mississippi State,SEC,TD,"{'minutes': 1, 'seconds': 14}",1,"{'minutes': 11, 'seconds': 9}",0,400603918,4006039182,Ole Miss,SEC,4,True,1,"{'minutes': 12, 'seconds': 23}",62,62,2015
92,Ole Miss,SEC,PUNT,"{'minutes': 1, 'seconds': 43}",1,"{'minutes': 9, 'seconds': 26}",18,400603918,4006039183,Mississippi State,SEC,3,False,1,"{'minutes': 11, 'seconds': 9}",25,-7,2015
93,Mississippi State,SEC,TD,"{'minutes': 4, 'seconds': 16}",1,"{'minutes': 5, 'seconds': 10}",0,400603918,4006039184,Ole Miss,SEC,9,True,1,"{'minutes': 9, 'seconds': 26}",68,68,2015
94,Ole Miss,SEC,INT TD,"{'minutes': 2, 'seconds': 5}",1,"{'minutes': 3, 'seconds': 5}",40,400603918,4006039185,Mississippi State,SEC,5,True,1,"{'minutes': 5, 'seconds': 10}",25,15,2015
95,Ole Miss,SEC,FG,"{'minutes': 3, 'seconds': 48}",2,"{'minutes': 14, 'seconds': 17}",95,400603918,4006039186,Mississippi State,SEC,9,True,1,"{'minutes': 3, 'seconds': 5}",37,58,2015
96,Mississippi State,SEC,TD,"{'minutes': 3, 'seconds': 32}",2,"{'minutes': 10, 'seconds': 45}",0,400603918,4006039187,Ole Miss,SEC,8,True,2,"{'minutes': 14, 'seconds': 17}",75,75,2015
97,Ole Miss,SEC,PUNT,"{'minutes': 2, 'seconds': 3}",2,"{'minutes': 8, 'seconds': 42}",15,400603918,4006039188,Mississippi State,SEC,3,False,2,"{'minutes': 10, 'seconds': 45}",21,-6,2015
98,Mississippi State,SEC,MISSED FG,"{'minutes': 3, 'seconds': 38}",2,"{'minutes': 5, 'seconds': 4}",21,400603918,4006039189,Ole Miss,SEC,8,False,2,"{'minutes': 8, 'seconds': 42}",65,44,2015
99,LSU,SEC,FG,"{'minutes': 2, 'seconds': 19}",1,"{'minutes': 12, 'seconds': 41}",85,400603928,4006039281,Ole Miss,SEC,5,True,1,{'minutes': 15},19,66,2015
100,Ole Miss,SEC,PUNT,"{'minutes': 4, 'seconds': 28}",1,"{'minutes': 8, 'seconds': 13}",87,400603928,4006039282,LSU,SEC,7,False,1,"{'minutes': 12, 'seconds': 41}",92,5,2015
101,LSU,SEC,PUNT,"{'minutes': 1, 'seconds': 25}",1,"{'minutes': 6, 'seconds': 48}",51,400603928,4006039283,Ole Miss,SEC,3,False,1,"{'minutes': 8, 'seconds': 13}",45,6,2015
102,Ole Miss,SEC,MISSED FG,"{'minutes': 3, 'seconds': 48}",1,{'minutes': 3},10,400603928,4006039284,LSU,SEC,8,False,1,"{'minutes': 6, 'seconds': 48}",83,73,2015
103,LSU,SEC,PUNT,"{'minutes': 1, 'seconds': 22}",1,"{'minutes': 1, 'seconds': 38}",26,400603928,4006039285,Ole Miss,SEC,3,False,1,{'minutes': 3},20,6,2015
104,Ole Miss,SEC,PUNT,"{'minutes': 1, 'seconds': 45}",2,"{'minutes': 14, 'seconds': 53}",37,400603928,4006039286,LSU,SEC,3,False,1,"{'minutes': 1, 'seconds': 38}",44,7,2015
105,LSU,SEC,TD,"{'minutes': 2, 'seconds': 23}",2,"{'minutes': 12, 'seconds': 30}",100,400603928,4006039287,Ole Miss,SEC,8,True,2,"{'minutes': 14, 'seconds': 53}",20,80,2015
106,Ole Miss,SEC,PUNT,"{'minutes': 2, 'seconds': 41}",2,"{'minutes': 9, 'seconds': 49}",77,400603928,4006039288,LSU,SEC,3,False,2,"{'minutes': 12, 'seconds': 30}",81,4,2015
107,LSU,SEC,TD,"{'minutes': 2, 'seconds': 36}",2,"{'minutes': 7, 'seconds': 13}",100,400603928,4006039289,Ole Miss,SEC,10,True,2,"{'minutes': 9, 'seconds': 49}",30,70,2015
108,Ole Miss,SEC,PUNT,{'seconds': 51},1,{'seconds': 15},73,400603835,40060383510,UT Martin,,3,False,1,"{'minutes': 1, 'seconds': 6}",75,2,2015
109,UT Martin,,TD,"{'minutes': 2, 'seconds': 40}",2,"{'minutes': 12, 'seconds': 35}",100,400603835,40060383511,Ole Miss,SEC,8,True,1,{'seconds': 15},23,77,2015
110,Ole Miss,SEC,PUNT,"{'minutes': 3, 'seconds': 14}",2,"{'minutes': 9, 'seconds': 21}",60,400603835,40060383512,UT Martin,,5,False,2,"{'minutes': 12, 'seconds': 35}",75,15,2015
111,UT Martin,,PUNT,{'seconds': 56},2,"{'minutes': 8, 'seconds': 25}",23,400603835,40060383513,Ole Miss,SEC,3,False,2,"{'minutes': 9, 'seconds': 21}",17,6,2015
112,Ole Miss,SEC,MISSED FG,"{'minutes': 4, 'seconds': 33}",2,"{'minutes': 3, 'seconds': 52}",6,400603835,40060383514,UT Martin,,9,False,2,"{'minutes': 8, 'seconds': 25}",44,38,2015
113,UT Martin,,TD,{'seconds': 37},2,"{'minutes': 3, 'seconds': 15}",100,400603835,40060383515,Ole Miss,SEC,3,True,2,"{'minutes': 3, 'seconds': 52}",20,80,2015
114,Ole Miss,SEC,END OF HALF,"{'minutes': 3, 'seconds': 15}",2,{},22,400603835,40060383516,UT Martin,,10,False,2,"{'minutes': 3, 'seconds': 15}",75,53,2015
115,Ole Miss,SEC,PUNT,"{'minutes': 4, 'seconds': 21}",3,"{'minutes': 10, 'seconds': 39}",43,400603835,40060383517,UT Martin,,8,False,3,{'minutes': 15},75,32,2015
116,UT Martin,,INT,"{'minutes': 1, 'seconds': 10}",3,"{'minutes': 9, 'seconds': 29}",19,400603835,40060383518,Ole Miss,SEC,3,False,3,"{'minutes': 10, 'seconds': 39}",14,5,2015
117,Ole Miss,SEC,INT TD,{'seconds': 19},3,"{'minutes': 9, 'seconds': 10}",29,400603835,40060383519,UT Martin,,1,True,3,"{'minutes': 9, 'seconds': 29}",29,0,2015
118,Ole Miss,SEC,PUNT,"{'minutes': 2, 'seconds': 18}",3,"{'minutes': 6, 'seconds': 52}",75,400603835,40060383520,UT Martin,,3,False,3,"{'minutes': 9, 'seconds': 10}",75,0,2015
119,UT Martin,,TD,"{'minutes': 1, 'seconds': 56}",3,"{'minutes': 4, 'seconds': 56}",100,400603835,40060383521,Ole Miss,SEC,5,True,3,"{'minutes': 6, 'seconds': 52}",47,53,2015
120,Ole Miss,SEC,FG,"{'minutes': 2, 'seconds': 30}",3,"{'minutes': 2, 'seconds': 26}",12,400603835,40060383522,UT Martin,,5,True,3,"{'minutes': 4, 'seconds': 56}",80,68,2015
121,UT Martin,,TD,"{'minutes': 6, 'seconds': 59}",4,"{'minutes': 10, 'seconds': 27}",100,400603835,40060383523,Ole Miss,SEC,14,True,3,"{'minutes': 2, 'seconds': 26}",25,75,2015
122,Ole Miss,SEC,PUNT,"{'minutes': 1, 'seconds': 13}",4,"{'minutes': 9, 'seconds': 14}",75,400603835,40060383524,UT Martin,,3,False,4,"{'minutes': 10, 'seconds': 27}",80,5,2015
123,UT Martin,,TD,"{'minutes': 1, 'seconds': 40}",4,"{'minutes': 7, 'seconds': 34}",100,400603835,40060383525,Ole Miss,SEC,3,True,4,"{'minutes': 9, 'seconds': 14}",18,82,2015
124,Ole Miss,SEC,PUNT,"{'minutes': 2, 'seconds': 42}",4,"{'minutes': 4, 'seconds': 52}",67,400603835,40060383526,UT Martin,,4,False,4,"{'minutes': 7, 'seconds': 34}",75,8,2015
125,UT Martin,,TD,"{'minutes': 3, 'seconds': 8}",4,"{'minutes': 1, 'seconds': 44}",100,400603835,40060383527,Ole Miss,SEC,6,True,4,"{'minutes': 4, 'seconds': 52}",20,80,2015
